OBS_NUM;CPMN;CPRON;CMUNN;FNAC;NOMB;NOMBFREQ;APE1;APE1FREQ;APE2;APE2FREQ;IDEN;NDOCU;NIE;SEXO
566;35011;35;011;20031011;GABRIEL;0.0016322683;YANEZ;0.0006747202;RAMIREZ;0.0092353479;00000000;00000000000000000000;00000000000;1
567;35016;35;016;20100226;GABRIEL;0.0016322683;GARCIA;0.0279389609;AGUILAR;0.0005342305;00000000;00000000000000000000;00000000000;1
568;35009;35;009;20110225;DANIEL;0.0044697901;RUIZ;0.0038856488;CUBAS;0.0006691745;00000000;00000000000000000000;00000000000;1
569;35016;35;016;19901005;GABRIEL;0.0016322683;MARTINEZ;0.004351483;FRANQUIZ;0.0002125831;00000000;00000000000000000000;00000000000;1
570;35016;35;016;20040811;GABRIEL;0.0016322683;TORRES;0.0042442672;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
571;35004;35;004;19960912;MONICA;0.0016082371;PALACIN;0.0000166369;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
572;35009;35;009;20020113;GABRIEL;0.0016322683;QUINTANA;0.0059763571;BOLAÑOS;0.0022626233;00000000;00000000000000000000;00000000000;1
573;35002;35;002;20010502;MARTA;0.0023032913;SANCHEZ;0.0159917924;MOLINA;0.0022441378;00000000;00000000000000000000;00000000000;6
574;35016;35;016;20111209;DANIEL;0.0044697901;HERNANDEZ;0.0277319235;CABO;0.0000295768;00000000;00000000000000000000;00000000000;1
575;35016;35;016;20080322;GABRIEL;0.0016322683;TEJERA;0.001678482;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;1
576;35009;35;009;20040523;DANIEL;0.0044697901;MORENO;0.0058950209;PONCE;0.0009834278;00000000;00000000000000000000;00000000000;1
577;35006;35;006;20070308;DANIEL;0.0044697901;MARTEL;0.0022644718;ARIAS;0.0006229608;00000000;00000000000000000000;00000000000;1
578;35017;35;017;20020528;DANIEL;0.0044697901;MORERA;0.0005619587;ALONSO;0.0049097446;00000000;00000000000000000000;00000000000;1
579;35009;35;009;19981102;DANIEL;0.0044697901;GIL;0.003856072;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
580;35016;35;016;20070830;DANIEL;0.0044697901;MESA;0.0010388842;RAVELO;0.000438106;00000000;00000000000000000000;00000000000;1
581;35002;35;002;20070202;DANIEL;0.0044697901;SUAREZ;0.0173005647;EID;9.2427421E-6;00000000;00000000000000000000;00000000000;1
582;35016;35;016;20060929;DANIEL;0.0044697901;SANCHEZ;0.0159917924;PADILLA;0.0010277929;00000000;00000000000000000000;00000000000;1
583;35004;35;004;20081124;DANIEL;0.0044697901;CACERES;0.0009501539;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
584;35002;35;002;20100510;DANIEL;0.0044697901;LOZANO;0.0007116911;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
585;35013;35;013;19930416;MARTA;0.0023032913;OJEDA;0.0043219062;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;6
586;35016;35;016;20100915;GABRIEL;0.0016322683;ROBAINA;0.0011886166;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
587;35006;35;006;20031226;DANIEL;0.0044697901;HERNANDEZ;0.0277319235;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
588;35009;35;009;20020108;DANIEL;0.0044697901;PEREZ;0.0247483663;SILVA;0.0014270794;00000000;00000000000000000000;00000000000;1
589;35016;35;016;20081025;MARTA;0.0023032913;HERRERO;0.0002181287;VARGAS;0.0007172368;00000000;00000000000000000000;00000000000;6
590;38038;38;038;19941129;DANIEL;0.0044697901;FALETTI;1.8485484E-6;SCHHOSER;1.8485484E-6;00000000;00000000000000000000;00000000000;1
591;35023;35;023;20091103;DANIEL;0.0044697901;GONZALEZ;0.0312792879;RUIZ;0.0036952483;00000000;00000000000000000000;00000000000;1
592;46250;46;250;20061230;DANIEL;0.0044697901;CARCEL;3.6970969E-6;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
593;35004;35;004;20040814;DANIEL;0.0044697901;SANCHEZ;0.0159917924;FUENTES;0.0014880815;00000000;00000000000000000000;00000000000;1
594;35002;35;002;20071006;DANIEL;0.0044697901;ROBAINA;0.0011886166;ESPINO;0.0019576128;00000000;00000000000000000000;00000000000;1
595;35016;35;016;20080105;GABRIEL;0.0016322683;SANCHEZ;0.0159917924;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
596;35009;35;009;19921124;GABRIEL;0.0016322683;DIAZ;0.0140951818;PADRON;0.0030556506;00000000;00000000000000000000;00000000000;1
597;35016;35;016;19900523;GABRIEL;0.0016322683;SUAREZ;0.0173005647;ARTILES;0.003647186;00000000;00000000000000000000;00000000000;1
598;35016;35;016;20030908;DANIEL;0.0044697901;LASSO;0.0004196205;RAMOS;0.0065124361;00000000;00000000000000000000;00000000000;1
599;35016;35;016;20070315;DANIEL;0.0044697901;HERNANDEZ;0.0277319235;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
600;35016;35;016;20070914;MARTA;0.0023032913;GIL;0.003856072;CAMPOS;0.000765299;00000000;00000000000000000000;00000000000;6
601;35016;35;016;20081119;GABRIEL;0.0016322683;COBA;0.0000813361;DUQUE;0.0003863466;00000000;00000000000000000000;00000000000;1
602;35011;35;011;20070122;DANIEL;0.0044697901;MENDES;0.0002902221;LIMONES;0.0000295768;00000000;00000000000000000000;00000000000;1
603;35016;35;016;20050526;DANIEL;0.0044697901;OJEDA;0.0043219062;RUBIO;0.000364164;00000000;00000000000000000000;00000000000;1
604;35012;35;012;20100730;GABRIEL;0.0016322683;GONZALEZ;0.0312792879;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
605;35016;35;016;20000406;DANIEL;0.0044697901;HENRIQUEZ;0.0022903515;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
606;35008;35;008;20020424;MARTA;0.0023032913;GARCIA;0.0279389609;ESTEVEZ;0.0011276145;00000000;00000000000000000000;00000000000;6
607;52001;52;001;19850625;MONICA;0.0016082371;FERNANDEZ;0.0062702763;MOHAMED;0.0004491973;00000000;00000000000000000000;00000000000;6
608;35006;35;006;20011205;DANIEL;0.0044697901;PEREZ;0.0247483663;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;1
609;35016;35;016;20040411;GABRIEL;0.0016322683;JIMENEZ;0.0081391587;GUERRA;0.0055179171;00000000;00000000000000000000;00000000000;1
610;35016;35;016;19960123;ROCIO;0.0005120479;JIMENEZ;0.0081391587;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;6
611;35016;35;016;20090916;DANIEL;0.0044697901;PEÑATE;0.0008799091;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
612;35016;35;016;20010805;MARTA;0.0023032913;ORTEGA;0.004809923;FALCON;0.0048764708;00000000;00000000000000000000;00000000000;6
613;35002;35;002;20090227;GABRIEL;0.0016322683;LOPEZ;0.0115349422;ESTUPIÑAN;0.0013938055;00000000;00000000000000000000;00000000000;1
614;35011;35;011;20100312;GABRIEL;0.0016322683;LOZANO;0.0007116911;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
615;35016;35;016;19960817;DANIEL;0.0044697901;DAVILA;0.0008780605;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
616;35016;35;016;20051005;GABRIEL;0.0016322683;HERNANDEZ;0.0277319235;SILVA;0.0014270794;00000000;00000000000000000000;00000000000;1
617;35016;35;016;20040326;DANIEL;0.0044697901;VALIDO;0.0013198636;VALLADARES;0.000094276;00000000;00000000000000000000;00000000000;1
618;35006;35;006;20090925;DANIEL;0.0044697901;ALVAREZ;0.0035972752;MONTESDEOCA;0.0033052046;00000000;00000000000000000000;00000000000;1
619;35002;35;002;20070428;GABRIEL;0.0016322683;CRUZ;0.0050058691;ALVAREZ;0.0037544019;00000000;00000000000000000000;00000000000;1
620;35006;35;006;20090622;GABRIEL;0.0016322683;SANTANA;0.0321684397;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
621;35017;35;017;19861223;MONICA;0.0016082371;RODRIGUEZ;0.03845905;LEON;0.0051962696;00000000;00000000000000000000;00000000000;6
622;35016;35;016;20110112;DANIEL;0.0044697901;KRALEV;3.6970969E-6;MORALES;0.0062129713;00000000;00000000000000000000;00000000000;1
623;35004;35;004;20020222;DANIEL;0.0044697901;ROSA;0.0006414463;SALCES;0.0000110913;00000000;00000000000000000000;00000000000;1
624;35016;35;016;20040817;MONICA;0.0016082371;SOCORRO;0.0014215337;ACOSTA;0.0031351381;00000000;00000000000000000000;00000000000;6
625;35011;35;011;20100709;GABRIEL;0.0016322683;FONTES;0.0002883736;MARTEL;0.0025269657;00000000;00000000000000000000;00000000000;1
626;35016;35;016;19860408;MONICA;0.0016082371;CABRERA;0.0130803287;ALONSO;0.0049097446;00000000;00000000000000000000;00000000000;6
627;35002;35;002;20090208;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;RAMOS;0.0065124361;00000000;00000000000000000000;00000000000;1
628;35006;35;006;20070802;DANIEL;0.0044697901;MENDOZA;0.0041703253;ALAMO;0.0025288142;00000000;00000000000000000000;00000000000;1
629;35011;35;011;20081114;GABRIEL;0.0016322683;PONCE;0.0010000647;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
630;35004;35;004;20100110;DANIEL;0.0044697901;ROSA;0.0006414463;VERA;0.0022422892;00000000;00000000000000000000;00000000000;1
631;35011;35;011;20061215;MARTA;0.0023032913;HERNANDEZ;0.0277319235;ALCANTARA;0.0003271931;00000000;00000000000000000000;00000000000;6
632;35016;35;016;20021231;DANIEL;0.0044697901;PEREZ;0.0247483663;NUÑEZ;0.0008447866;00000000;00000000000000000000;00000000000;1
633;35004;35;004;19990814;DANIEL;0.0044697901;BETANCORT;0.0018356086;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
634;35016;35;016;20050720;MARTA;0.0023032913;SOSA;0.0068969342;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;6
635;35016;35;016;20101206;GABRIEL;0.0016322683;SAAVEDRA;0.0023716876;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
636;35004;35;004;20050904;GABRIEL;0.0016322683;GONZALEZ;0.0312792879;MEJIAS;0.0006322036;00000000;00000000000000000000;00000000000;1
637;35016;35;016;20100505;DANIEL;0.0044697901;MORALES;0.0062628821;GIL;0.0038209496;00000000;00000000000000000000;00000000000;1
638;35004;35;004;19960909;MARTA;0.0023032913;LOPEZ;0.0115349422;MARQUEZ;0.0010777037;00000000;00000000000000000000;00000000000;6
639;35012;35;012;20101229;DANIEL;0.0044697901;MUÑOZ;0.0016008429;SEQUEIRA;0.0000184855;00000000;00000000000000000000;00000000000;1
640;35016;35;016;20090314;GABRIEL;0.0016322683;GONZALEZ;0.0312792879;CASTELLANO;0.0039780762;00000000;00000000000000000000;00000000000;1
641;35016;35;016;20071206;DANIEL;0.0044697901;BAEZ;0.0009593966;BORREGO;0.0001016702;00000000;00000000000000000000;00000000000;1
642;35013;35;013;19370805;DOLORES;0.0037821301;SOSA;0.0068969342;PERDOMO;0.0041684767;00000000;00000000000000000000;35059839777;6
643;35032;35;032;20120325;ROCIO;0.0005120479;MEDINA;0.0116587949;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;6
644;35002;35;002;20110430;GABRIEL;0.0016322683;FALCON;0.0047618607;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
645;38038;38;038;20050831;MARTA;0.0023032913;MELIAN;0.003643489;MARTINEZ;0.0040686551;00000000;00000000000000000000;00000000000;6
646;35011;35;011;19980213;MARTA;0.0023032913;PEREZ;0.0247483663;NOVELLE;0.0000480623;00000000;00000000000000000000;00000000000;6
647;35016;35;016;20070129;DOMINGO;0.0024899947;PEREZ;0.0247483663;HENRIQUEZ;0.002345808;00000000;00000000000000000000;00000000000;1
648;66125;66;125;19951026;DANIEL;0.0044697901;WEIR;0.0000147884;-;0.1128612757;00000000;00000000000000000000;00000000000;1
649;35016;35;016;20110111;DANIEL;0.0044697901;LORENZO;0.0032534452;JIMENEZ;0.0080763081;00000000;00000000000000000000;00000000000;1
650;35016;35;016;20090803;MARTA;0.0023032913;RODRIGUEZ;0.03845905;GUERRA;0.0055179171;00000000;00000000000000000000;00000000000;6
651;35008;35;008;20100527;MARTA;0.0023032913;PERERA;0.0014548076;BARRAMEDA;0.000077639;00000000;00000000000000000000;00000000000;6
652;35006;35;006;20100831;MARTA;0.0023032913;RIVERO;0.0046269167;DENIZ;0.0033310843;00000000;00000000000000000000;00000000000;6
653;35016;35;016;19970927;DANIEL;0.0044697901;SOCORRO;0.0014215337;GUARDIA;0.0004750769;00000000;00000000000000000000;00000000000;1
654;35016;35;016;20040424;DANIEL;0.0044697901;GIL;0.003856072;VALDIVIA;0.0001904005;00000000;00000000000000000000;00000000000;1
655;35012;35;012;20080404;MARTA;0.0023032913;CRUZ;0.0050058691;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;6
656;35016;35;016;20100101;ROCIO;0.0005120479;PENTON;0.0000147884;MACHADO;0.0003734068;00000000;00000000000000000000;00000000000;6
657;35016;35;016;20031110;GABRIEL;0.0016322683;BETANCOR;0.0041185659;ALFONSO;0.0005915355;00000000;00000000000000000000;00000000000;1
658;35001;35;001;20070520;GABRIEL;0.0016322683;ALAMO;0.0024252955;ALBA;0.0001645208;00000000;00000000000000000000;00000000000;1
659;35024;35;024;19310211;DOLORES;0.0037821301;PADRON;0.002861553;MORALES;0.0062129713;00000000;00000000000000000000;00000000000;6
660;35002;35;002;20090310;DANIEL;0.0044697901;TORRES;0.0042442672;GUEDES;0.0015879031;00000000;00000000000000000000;00000000000;1
661;35016;35;016;20081020;MARTA;0.0023032913;BOLAÑOS;0.0023587478;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;6
662;35028;35;028;20100421;DANIEL;0.0044697901;CORUJO;0.0006211123;VEGA;0.0074200734;00000000;00000000000000000000;00000000000;1
663;35004;35;004;19980907;DANIEL;0.0044697901;DOMINGUEZ;0.0052221493;MARQUEZ;0.0010777037;00000000;00000000000000000000;00000000000;1
664;35016;35;016;20100330;GABRIEL;0.0016322683;AGUIAR;0.0012588615;APARICIO;0.0002014918;00000000;00000000000000000000;00000000000;1
665;35016;35;016;20080415;MARTA;0.0023032913;RODRIGUEZ;0.03845905;KANG;0.0000184855;00000000;00000000000000000000;00000000000;6
666;35002;35;002;20011020;GABRIEL;0.0016322683;BILBAO;0.0000480623;ALEMAN;0.0046232196;00000000;00000000000000000000;00000000000;1
667;35016;35;016;20120103;MARTA;0.0023032913;RODRIGUEZ;0.03845905;GALVAN;0.0012052536;00000000;00000000000000000000;00000000000;6
668;35014;35;014;20120224;ROCIO;0.0005120479;FRANCO;0.0005564131;JIMENEZ;0.0080763081;00000000;00000000000000000000;00000000000;6
669;35011;35;011;20090319;MARTA;0.0023032913;RAVELO;0.0004695313;MONZON;0.0021886813;00000000;00000000000000000000;00000000000;6
670;35011;35;011;20080905;DANIEL;0.0044697901;CAZORLA;0.0009409111;OJEDA;0.0042054477;00000000;00000000000000000000;00000000000;1
671;35016;35;016;20090101;GABRIEL;0.0016322683;DIAZ;0.0140951818;SARMIENTO;0.001391957;00000000;00000000000000000000;00000000000;1
672;35016;35;016;19981015;DANIEL;0.0044697901;CEDRES;0.00103149;SANTACRUZ;0.0001220042;00000000;00000000000000000000;00000000000;1
673;35019;35;019;20090228;DANIEL;0.0044697901;LOPEZ;0.0115349422;MARQUES;0.0001127615;00000000;00000000000000000000;00000000000;1
674;35002;35;002;20070919;MARTA;0.0023032913;MENA;0.0004251661;MONROY;0.0003660126;00000000;00000000000000000000;00000000000;6
675;35016;35;016;20090512;GABRIEL;0.0016322683;GARCIA;0.0279389609;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;1
676;35006;35;006;20020926;DANIEL;0.0044697901;CORUJO;0.0006211123;NARANJO;0.0021831357;00000000;00000000000000000000;00000000000;1
677;35002;35;002;20110831;DANIEL;0.0044697901;OJEDA;0.0043219062;QUINTANA;0.0062961559;00000000;00000000000000000000;00000000000;1
678;35006;35;006;20080627;GABRIEL;0.0016322683;LA NUEZ;9.2427421E-6;JIMENEZ;0.0080763081;00000000;00000000000000000000;00000000000;1
679;35009;35;009;20030802;DANIEL;0.0044697901;PEREZ;0.0247483663;SOSA;0.0069283595;00000000;00000000000000000000;00000000000;1
680;35011;35;011;20070915;MARTA;0.0023032913;ALMAGRO;0.0000536079;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;6
681;35016;35;016;20011205;DANIEL;0.0044697901;HERNANDEZ;0.0277319235;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;1
682;35016;35;016;20070212;GABRIEL;0.0016322683;BETANCOR;0.0041185659;ALONSO;0.0049097446;00000000;00000000000000000000;00000000000;1
683;35016;35;016;19980721;DANIEL;0.0044697901;ARTILES;0.0034161175;JORGE;0.0015416894;00000000;00000000000000000000;00000000000;1
684;35016;35;016;20001202;MARTA;0.0023032913;ALMAZAN;0.0000462137;MORALES;0.0062129713;00000000;00000000000000000000;00000000000;6
685;35004;35;004;20080804;GABRIEL;0.0016322683;HIDALGO;0.000896546;CARABALLO;0.0006562347;00000000;00000000000000000000;00000000000;1
686;35016;35;016;20030728;DANIEL;0.0044697901;LLARENA;0.000380801;FRUTOS;0.0000166369;00000000;00000000000000000000;00000000000;1
687;35004;35;004;19991024;DANIEL;0.0044697901;PEREZ;0.0247483663;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
688;35016;35;016;20110409;GABRIEL;0.0016322683;PEREZ;0.0247483663;DOS SANTOS;0.000151581;00000000;00000000000000000000;00000000000;1
689;35008;35;008;20100412;MARTA;0.0023032913;PERDOMO;0.0040557152;DENIZ;0.0033310843;00000000;00000000000000000000;00000000000;6
690;35016;35;016;20101126;MARTA;0.0023032913;RASINES;0.0000166369;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;6
691;35002;35;002;20070514;MARTA;0.0023032913;RODRIGUEZ;0.03845905;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;6
692;35018;35;018;20030918;DANIEL;0.0044697901;RUANO;0.0010370357;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
693;35006;35;006;20110401;GABRIEL;0.0016322683;PEREZ;0.0247483663;VELAZQUEZ;0.0007930273;00000000;00000000000000000000;00000000000;1
694;35016;35;016;20000406;DANIEL;0.0044697901;CHEIGUER;5.5456453E-6;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;1
695;35016;35;016;20010521;MONICA;0.0016082371;DENIZ;0.0031277439;ACOSTA;0.0031351381;00000000;00000000000000000000;00000000000;6
696;35016;35;016;20031106;MARTA;0.0023032913;SANTANA;0.0321684397;ESPINEL;0.0001996432;00000000;00000000000000000000;00000000000;6
697;35023;35;023;20090412;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;MENDOZA;0.0037396135;00000000;00000000000000000000;00000000000;1
698;35004;35;004;20050806;MARTA;0.0023032913;RODRIGUEZ;0.03845905;TOLEDO;0.001203405;00000000;00000000000000000000;00000000000;6
699;35016;35;016;20010117;GABRIEL;0.0016322683;SOSA;0.0068969342;BENITEZ;0.0031185012;00000000;00000000000000000000;00000000000;1
700;35004;35;004;20071108;MARTA;0.0023032913;OJEDA;0.0043219062;FIGUEROA;0.000765299;00000000;00000000000000000000;00000000000;6
701;30027;30;027;20110211;ROCIO;0.0005120479;RUIZ;0.0038856488;CAMACHO;0.0006987513;00000000;00000000000000000000;00000000000;6
702;35011;35;011;20030624;DANIEL;0.0044697901;ACOSTA;0.0030574991;SANTANA;0.0328450085;00000000;00000000000000000000;00000000000;1
703;35004;35;004;20100330;MARTA;0.0023032913;OJEDA;0.0043219062;BATISTA;0.0021332249;00000000;00000000000000000000;00000000000;6
704;35002;35;002;19980819;DANIEL;0.0044697901;PEREZ;0.0247483663;SUAREZ;0.0181028347;00000000;00000000000000000000;00000000000;1
705;35009;35;009;20060528;MARTA;0.0023032913;SOSA;0.0068969342;JIMENEZ;0.0080763081;00000000;00000000000000000000;00000000000;1
706;35004;35;004;20031028;DANIEL;0.0044697901;BETANCORT;0.0018356086;TRUJILLO;0.0041259601;00000000;00000000000000000000;00000000000;1
707;35010;35;010;20080829;DANIEL;0.0044697901;MORALES;0.0062628821;VILLALBA;0.0004307118;00000000;00000000000000000000;00000000000;1
708;35002;35;002;20090125;GABRIEL;0.0016322683;QUESADA;0.0018596397;SOSA;0.0069283595;00000000;00000000000000000000;00000000000;1
709;35006;35;006;20030818;MONICA;0.0016082371;GARCIA;0.0279389609;DIAZ;0.0146238666;00000000;00000000000000000000;00000000000;6
710;35016;35;016;20071206;GABRIEL;0.0016322683;MUSTILLO;9.2427421E-6;-;0.1128612757;00000000;00000000000000000000;00000000000;1
711;35016;35;016;20051025;MARTA;0.0023032913;ARBELO;0.0007264795;CABRERA;0.0127716211;00000000;00000000000000000000;00000000000;6
712;35004;35;004;20040508;GABRIEL;0.0016322683;SUAREZ;0.0173005647;GAETE;7.3941937E-6;00000000;00000000000000000000;00000000000;1
713;35004;35;004;20030906;DANIEL;0.0044697901;PACHECO;0.0004029836;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
714;35016;35;016;19960929;DOLORES;0.0037821301;HIDALGO;0.000896546;MEDINA;0.0114924256;00000000;00000000000000000000;00000000000;6
715;35017;35;017;20040108;DANIEL;0.0044697901;PEREZ;0.0247483663;BRITO;0.0026360301;00000000;00000000000000000000;00000000000;1
716;35016;35;016;20100209;GABRIEL;0.0016322683;ANTUNEZ;0.0001904005;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
717;35004;35;004;20110126;MARTA;0.0023032913;DIAZ;0.0140951818;CARABALLO;0.0006562347;00000000;00000000000000000000;00000000000;6
718;35006;35;006;20060528;GABRIEL;0.0016322683;SANTANA;0.0321684397;CASTELLANO;0.0039780762;00000000;00000000000000000000;00000000000;1
719;35001;35;001;20101123;MARTA;0.0023032913;HERRERA;0.0037451591;PEREZ;0.0250552254;00000000;00000000000000000000;00000000000;6
720;35002;35;002;20100425;DANIEL;0.0044697901;SUAREZ;0.0173005647;ESPINA;0.0000258797;00000000;00000000000000000000;00000000000;1
721;35011;35;011;20091228;GABRIEL;0.0016322683;MONZON;0.0022681689;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
722;35016;35;016;20111013;MONICA;0.0016082371;BARRAMEDA;0.0000794876;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;6
723;35016;35;016;20071227;GABRIEL;0.0016322683;RODRIGUEZ;0.03845905;CACERES;0.0009390626;00000000;00000000000000000000;00000000000;1
724;35016;35;016;20050328;DANIEL;0.0044697901;ESTEBAN;0.000192249;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;1
725;35004;35;004;19981108;DANIEL;0.0044697901;MACHIN;0.0014381707;CEJAS;0.0002014918;00000000;00000000000000000000;00000000000;1
726;35004;35;004;19991210;DANIEL;0.0044697901;PARRILLA;0.0002976163;ACOSTA;0.0031351381;00000000;00000000000000000000;00000000000;1
727;35002;35;002;20110607;MONICA;0.0016082371;LOPEZ;0.0115349422;LOPEZ;0.0113334504;00000000;00000000000000000000;00000000000;6
728;35009;35;009;20030530;MARTA;0.0023032913;PRADO;0.0001830063;GIL;0.0038209496;00000000;00000000000000000000;00000000000;6
729;35016;35;016;20101016;MARTA;0.0023032913;YELPO;0.0000147884;LUCAS;0.0000646992;00000000;00000000000000000000;00000000000;6
730;35016;35;016;20111024;GABRIEL;0.0016322683;LAGO;0.0002550997;JUSTINO;1.8485484E-6;00000000;00000000000000000000;00000000000;1
731;35009;35;009;20110319;MARTA;0.0023032913;GODOY;0.0018559426;PADRON;0.0030556506;00000000;00000000000000000000;00000000000;6
732;35016;35;016;20081016;MONICA;0.0016082371;MONTESDEOCA;0.003262688;FELIPE;0.00068766;00000000;00000000000000000000;00000000000;6
733;35017;35;017;20100712;DANIEL;0.0044697901;ACOSTA;0.0030574991;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
734;38006;38;006;20000922;MARTA;0.0023032913;RODRIGUEZ;0.03845905;MORALES;0.0062129713;00000000;00000000000000000000;00000000000;6
735;35016;35;016;20050703;GABRIEL;0.0016322683;SUAREZ;0.0173005647;SOSA;0.0069283595;00000000;00000000000000000000;00000000000;1
736;35004;35;004;20000615;DANIEL;0.0044697901;NUÑEZ;0.0008133613;BETANCORT;0.0018577912;00000000;00000000000000000000;00000000000;1
737;35008;35;008;20080129;GABRIEL;0.0016322683;GARCIA;0.0279389609;RODRIGUEZ;0.0388453967;00000000;00000000000000000000;00000000000;1
738;35002;35;002;20120217;MARTA;0.0023032913;PACHECO;0.0004029836;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
739;35016;35;016;20030407;DANIEL;0.0044697901;FERNANDEZ;0.0062702763;MENDEZ;0.0030870759;00000000;00000000000000000000;00000000000;1
740;35016;35;016;20080818;GABRIEL;0.0016322683;ESPINO;0.0024511752;ARMAS;0.0038135554;00000000;00000000000000000000;00000000000;1
741;35004;35;004;20090104;GABRIEL;0.0016322683;BETANCORT;0.0018356086;MARTINEZ;0.0040686551;00000000;00000000000000000000;00000000000;1
742;35016;35;016;20011106;GABRIEL;0.0016322683;RAMOS;0.0064532826;MEDINA;0.0114924256;00000000;00000000000000000000;00000000000;1
743;35016;35;016;20050730;DANIEL;0.0044697901;QUINTANA;0.0059763571;FALCON;0.0048764708;00000000;00000000000000000000;00000000000;1
744;35014;35;014;20051204;DANIEL;0.0044697901;ALVAREZ;0.0035972752;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;1
745;35016;35;016;20110905;DANIEL;0.0044697901;DIAZ;0.0140951818;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;1
746;35016;35;016;20051129;DANIEL;0.0044697901;RIVERO;0.0046269167;MARTIN;0.0149843336;00000000;00000000000000000000;00000000000;1
747;35016;35;016;20040601;GABRIEL;0.0016322683;GODOY;0.0018559426;NAVARRO;0.0048783193;00000000;00000000000000000000;00000000000;1
748;35016;35;016;20020603;MARTA;0.0023032913;PULIDO;0.0014252308;GONZALEZ;0.0321185289;00000000;00000000000000000000;00000000000;6
749;35016;35;016;20040130;DANIEL;0.0044697901;MARRERO;0.0083184679;STARBERG;3.6970969E-6;00000000;00000000000000000000;00000000000;1
750;35011;35;011;20111010;DANIEL;0.0044697901;ORTEGA;0.004809923;BENITEZ;0.0031185012;00000000;00000000000000000000;00000000000;1
751;35009;35;009;20110603;MARTA;0.0023032913;GONZALEZ;0.0312792879;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;6
752;35016;35;016;19981010;DANIEL;0.0044697901;PEREZ;0.0247483663;ALEJANDRO;0.0002014918;00000000;00000000000000000000;00000000000;1
753;35009;35;009;20080825;DANIEL;0.0044697901;ROSALES;0.0013457433;GARCIA;0.0273437283;00000000;00000000000000000000;00000000000;1
754;35016;35;016;20011006;MARTA;0.0023032913;ROJAS;0.0010961892;SANCHEZ;0.0157884521;00000000;00000000000000000000;00000000000;6
755;35016;35;016;20090303;GABRIEL;0.0016322683;GALVAN;0.001048127;RUANO;0.000974185;00000000;00000000000000000000;00000000000;1
756;35016;35;016;20060204;DANIEL;0.0044697901;ROMERO;0.0040131986;HERNANDEZ;0.0285822558;00000000;00000000000000000000;00000000000;1
757;35004;35;004;20030902;MARTA;0.0023032913;CABRERA;0.0130803287;CEDRES;0.0011405544;00000000;00000000000000000000;00000000000;6
